0 2646700 5293400 7940100 10586800 13233500 15880200 18526900 21173600 23820300 26467000 29113700 31760400 34407100 37053800 39700500 42347200 44993900 47640600 50287300 52934000 55580700 58227400 60874100 63520800 66167500 68814200 71460900 74107600 76754300 79401000 82047700 84694400 87341100 89987800 92634500 95281200 97927900 100574600 103221300 105868000 108514700 111161400 113808100 116454800 119101500 121748200 124394900 127041600 129688300 132335000 134981700 137628400 140275100 142921800 145568500 148215200 150861900 153508600 156155300 158802000 161448700 164095400 166742100 169388800 172035500 174682200 177328900 179975600 182622300 185269000 187915700 190562400 193209100 195855800 198502500 201149200 203795900 206442600 209089300 211736000 214382700 217029400 219676100 222322800 224969500 227616200 230262900 232909600 235556300 238203000 240849700 243496400 246143100 248789800 251436500 254083200 256729900 259376600 262023300 264670000 267316700 269963400 272610100 275256800 277903500 280550200 283196900 285843600 288490300 291137000 293783700 296430400 299077100 301723800 304370500 307017200 309663900 312310600 314957300 317604000 320250700 322897400 325544100 328190800 330837500 333484200 336130900 338777600 341424300 344071000 346717700 349364400 352011100 354657800 357304500 359951200 362597900 365244600 367891300 370538000 373184700 375831400 378478100 381124800 383771500 386418200 389064900 391711600 394358300 397005000 399651700 402298400 404945100 407591800 410238500 412885200 415531900 418178600 420825300 423472000 426118700 428765400 431412100 434058800 436705500 439352200 441998900 444645600 447292300 449939000 452585700 455232400 457879100 460525800 463172500 465819200 468465900 471112600 473759300 476406000 479052700 481699400 484346100 486992800 489639500 492286200 494932900 497579600 500226300 502873000 505519700 508166400 510813100 513459800 516106500 518753200 521399900 524046600 526693300 
0 2666600 5333200 7999800 10666400 13333000 15999600 18666200 21332800 23999400 26666000 29332600 31999200 34665800 37332400 39999000 42665600 45332200 47998800 50665400 53332000 55998600 58665200 61331800 63998400 66665000 69331600 71998200 74664800 77331400 79998000 82664600 85331200 87997800 90664400 93331000 95997600 98664200 101330800 103997400 106664000 109330600 111997200 114663800 117330400 119997000 122663600 125330200 127996800 130663400 133330000 135996600 138663200 141329800 143996400 146663000 149329600 151996200 154662800 157329400 159996000 162662600 165329200 167995800 170662400 173329000 175995600 178662200 181328800 183995400 186662000 189328600 191995200 194661800 197328400 199995000 202661600 205328200 207994800 210661400 213328000 215994600 218661200 221327800 223994400 226661000 229327600 231994200 234660800 237327400 239994000 242660600 245327200 247993800 250660400 253327000 255993600 258660200 261326800 263993400 266660000 269326600 271993200 274659800 277326400 279993000 282659600 285326200 287992800 290659400 293326000 295992600 298659200 301325800 303992400 306659000 309325600 311992200 314658800 317325400 319992000 322658600 325325200 327991800 330658400 333325000 335991600 338658200 341324800 343991400 346658000 349324600 351991200 354657800 357324400 359991000 362657600 365324200 367990800 370657400 373324000 375990600 378657200 381323800 383990400 386657000 389323600 391990200 394656800 397323400 399990000 402656600 405323200 407989800 410656400 413323000 415989600 418656200 421322800 423989400 426656000 429322600 431989200 434655800 437322400 439989000 442655600 445322200 447988800 450655400 453322000 455988600 458655200 461321800 463988400 466655000 469321600 471988200 474654800 477321400 479988000 482654600 485321200 487987800 490654400 493321000 495987600 498654200 501320800 503987400 506654000 509320600 511987200 514653800 517320400 519987000 522653600 525320200 527986800 530653400 
0 2686500 5373000 8059500 10746000 13432500 16119000 18805500 21492000 24178500 26865000 29551500 32238000 34924500 37611000 40297500 42984000 45670500 48357000 51043500 53730000 56416500 59103000 61789500 64476000 67162500 69849000 72535500 75222000 77908500 80595000 83281500 85968000 88654500 91341000 94027500 96714000 99400500 102087000 104773500 107460000 110146500 112833000 115519500 118206000 120892500 123579000 126265500 128952000 131638500 134325000 137011500 139698000 142384500 145071000 147757500 150444000 153130500 155817000 158503500 161190000 163876500 166563000 169249500 171936000 174622500 177309000 179995500 182682000 185368500 188055000 190741500 193428000 196114500 198801000 201487500 204174000 206860500 209547000 212233500 214920000 217606500 220293000 222979500 225666000 228352500 231039000 233725500 236412000 239098500 241785000 244471500 247158000 249844500 252531000 255217500 257904000 260590500 263277000 265963500 268650000 271336500 274023000 276709500 279396000 282082500 284769000 287455500 290142000 292828500 295515000 298201500 300888000 303574500 306261000 308947500 311634000 314320500 317007000 319693500 322380000 325066500 327753000 330439500 333126000 335812500 338499000 341185500 343872000 346558500 349245000 351931500 354618000 357304500 359991000 362677500 365364000 368050500 370737000 373423500 376110000 378796500 381483000 384169500 386856000 389542500 392229000 394915500 397602000 400288500 402975000 405661500 408348000 411034500 413721000 416407500 419094000 421780500 424467000 427153500 429840000 432526500 435213000 437899500 440586000 443272500 445959000 448645500 451332000 454018500 456705000 459391500 462078000 464764500 467451000 470137500 472824000 475510500 478197000 480883500 483570000 486256500 488943000 491629500 494316000 497002500 499689000 502375500 505062000 507748500 510435000 513121500 515808000 518494500 521181000 523867500 526554000 529240500 531927000 534613500 
0 2706400 5412800 8119200 10825600 13532000 16238400 18944800 21651200 24357600 27064000 29770400 32476800 35183200 37889600 40596000 43302400 46008800 48715200 51421600 54128000 56834400 59540800 62247200 64953600 67660000 70366400 73072800 75779200 78485600 81192000 83898400 86604800 89311200 92017600 94724000 97430400 100136800 102843200 105549600 108256000 110962400 113668800 116375200 119081600 121788000 124494400 127200800 129907200 132613600 135320000 138026400 140732800 143439200 146145600 148852000 151558400 154264800 156971200 159677600 162384000 165090400 167796800 170503200 173209600 175916000 178622400 181328800 184035200 186741600 189448000 192154400 194860800 197567200 200273600 202980000 205686400 208392800 211099200 213805600 216512000 219218400 221924800 224631200 227337600 230044000 232750400 235456800 238163200 240869600 243576000 246282400 248988800 251695200 254401600 257108000 259814400 262520800 265227200 267933600 270640000 273346400 276052800 278759200 281465600 284172000 286878400 289584800 292291200 294997600 297704000 300410400 303116800 305823200 308529600 311236000 313942400 316648800 319355200 322061600 324768000 327474400 330180800 332887200 335593600 338300000 341006400 343712800 346419200 349125600 351832000 354538400 357244800 359951200 362657600 365364000 368070400 370776800 373483200 376189600 378896000 381602400 384308800 387015200 389721600 392428000 395134400 397840800 400547200 403253600 405960000 408666400 411372800 414079200 416785600 419492000 422198400 424904800 427611200 430317600 433024000 435730400 438436800 441143200 443849600 446556000 449262400 451968800 454675200 457381600 460088000 462794400 465500800 468207200 470913600 473620000 476326400 479032800 481739200 484445600 487152000 489858400 492564800 495271200 497977600 500684000 503390400 506096800 508803200 511509600 514216000 516922400 519628800 522335200 525041600 527748000 530454400 533160800 535867200 538573600 
0 2726300 5452600 8178900 10905200 13631500 16357800 19084100 21810400 24536700 27263000 29989300 32715600 35441900 38168200 40894500 43620800 46347100 49073400 51799700 54526000 57252300 59978600 62704900 65431200 68157500 70883800 73610100 76336400 79062700 81789000 84515300 87241600 89967900 92694200 95420500 98146800 100873100 103599400 106325700 109052000 111778300 114504600 117230900 119957200 122683500 125409800 128136100 130862400 133588700 136315000 139041300 141767600 144493900 147220200 149946500 152672800 155399100 158125400 160851700 163578000 166304300 169030600 171756900 174483200 177209500 179935800 182662100 185388400 188114700 190841000 193567300 196293600 199019900 201746200 204472500 207198800 209925100 212651400 215377700 218104000 220830300 223556600 226282900 229009200 231735500 234461800 237188100 239914400 242640700 245367000 248093300 250819600 253545900 256272200 258998500 261724800 264451100 267177400 269903700 272630000 275356300 278082600 280808900 283535200 286261500 288987800 291714100 294440400 297166700 299893000 302619300 305345600 308071900 310798200 313524500 316250800 318977100 321703400 324429700 327156000 329882300 332608600 335334900 338061200 340787500 343513800 346240100 348966400 351692700 354419000 357145300 359871600 362597900 365324200 368050500 370776800 373503100 376229400 378955700 381682000 384408300 387134600 389860900 392587200 395313500 398039800 400766100 403492400 406218700 408945000 411671300 414397600 417123900 419850200 422576500 425302800 428029100 430755400 433481700 436208000 438934300 441660600 444386900 447113200 449839500 452565800 455292100 458018400 460744700 463471000 466197300 468923600 471649900 474376200 477102500 479828800 482555100 485281400 488007700 490734000 493460300 496186600 498912900 501639200 504365500 507091800 509818100 512544400 515270700 517997000 520723300 523449600 526175900 528902200 531628500 534354800 537081100 539807400 542533700 
0 2746200 5492400 8238600 10984800 13731000 16477200 19223400 21969600 24715800 27462000 30208200 32954400 35700600 38446800 41193000 43939200 46685400 49431600 52177800 54924000 57670200 60416400 63162600 65908800 68655000 71401200 74147400 76893600 79639800 82386000 85132200 87878400 90624600 93370800 96117000 98863200 101609400 104355600 107101800 109848000 112594200 115340400 118086600 120832800 123579000 126325200 129071400 131817600 134563800 137310000 140056200 142802400 145548600 148294800 151041000 153787200 156533400 159279600 162025800 164772000 167518200 170264400 173010600 175756800 178503000 181249200 183995400 186741600 189487800 192234000 194980200 197726400 200472600 203218800 205965000 208711200 211457400 214203600 216949800 219696000 222442200 225188400 227934600 230680800 233427000 236173200 238919400 241665600 244411800 247158000 249904200 252650400 255396600 258142800 260889000 263635200 266381400 269127600 271873800 274620000 277366200 280112400 282858600 285604800 288351000 291097200 293843400 296589600 299335800 302082000 304828200 307574400 310320600 313066800 315813000 318559200 321305400 324051600 326797800 329544000 332290200 335036400 337782600 340528800 343275000 346021200 348767400 351513600 354259800 357006000 359752200 362498400 365244600 367990800 370737000 373483200 376229400 378975600 381721800 384468000 387214200 389960400 392706600 395452800 398199000 400945200 403691400 406437600 409183800 411930000 414676200 417422400 420168600 422914800 425661000 428407200 431153400 433899600 436645800 439392000 442138200 444884400 447630600 450376800 453123000 455869200 458615400 461361600 464107800 466854000 469600200 472346400 475092600 477838800 480585000 483331200 486077400 488823600 491569800 494316000 497062200 499808400 502554600 505300800 508047000 510793200 513539400 516285600 519031800 521778000 524524200 527270400 530016600 532762800 535509000 538255200 541001400 543747600 546493800 
0 2766100 5532200 8298300 11064400 13830500 16596600 19362700 22128800 24894900 27661000 30427100 33193200 35959300 38725400 41491500 44257600 47023700 49789800 52555900 55322000 58088100 60854200 63620300 66386400 69152500 71918600 74684700 77450800 80216900 82983000 85749100 88515200 91281300 94047400 96813500 99579600 102345700 105111800 107877900 110644000 113410100 116176200 118942300 121708400 124474500 127240600 130006700 132772800 135538900 138305000 141071100 143837200 146603300 149369400 152135500 154901600 157667700 160433800 163199900 165966000 168732100 171498200 174264300 177030400 179796500 182562600 185328700 188094800 190860900 193627000 196393100 199159200 201925300 204691400 207457500 210223600 212989700 215755800 218521900 221288000 224054100 226820200 229586300 232352400 235118500 237884600 240650700 243416800 246182900 248949000 251715100 254481200 257247300 260013400 262779500 265545600 268311700 271077800 273843900 276610000 279376100 282142200 284908300 287674400 290440500 293206600 295972700 298738800 301504900 304271000 307037100 309803200 312569300 315335400 318101500 320867600 323633700 326399800 329165900 331932000 334698100 337464200 340230300 342996400 345762500 348528600 351294700 354060800 356826900 359593000 362359100 365125200 367891300 370657400 373423500 376189600 378955700 381721800 384487900 387254000 390020100 392786200 395552300 398318400 401084500 403850600 406616700 409382800 412148900 414915000 417681100 420447200 423213300 425979400 428745500 431511600 434277700 437043800 439809900 442576000 445342100 448108200 450874300 453640400 456406500 459172600 461938700 464704800 467470900 470237000 473003100 475769200 478535300 481301400 484067500 486833600 489599700 492365800 495131900 497898000 500664100 503430200 506196300 508962400 511728500 514494600 517260700 520026800 522792900 525559000 528325100 531091200 533857300 536623400 539389500 542155600 544921700 547687800 550453900 
0 2786000 5572000 8358000 11144000 13930000 16716000 19502000 22288000 25074000 27860000 30646000 33432000 36218000 39004000 41790000 44576000 47362000 50148000 52934000 55720000 58506000 61292000 64078000 66864000 69650000 72436000 75222000 78008000 80794000 83580000 86366000 89152000 91938000 94724000 97510000 100296000 103082000 105868000 108654000 111440000 114226000 117012000 119798000 122584000 125370000 128156000 130942000 133728000 136514000 139300000 142086000 144872000 147658000 150444000 153230000 156016000 158802000 161588000 164374000 167160000 169946000 172732000 175518000 178304000 181090000 183876000 186662000 189448000 192234000 195020000 197806000 200592000 203378000 206164000 208950000 211736000 214522000 217308000 220094000 222880000 225666000 228452000 231238000 234024000 236810000 239596000 242382000 245168000 247954000 250740000 253526000 256312000 259098000 261884000 264670000 267456000 270242000 273028000 275814000 278600000 281386000 284172000 286958000 289744000 292530000 295316000 298102000 300888000 303674000 306460000 309246000 312032000 314818000 317604000 320390000 323176000 325962000 328748000 331534000 334320000 337106000 339892000 342678000 345464000 348250000 351036000 353822000 356608000 359394000 362180000 364966000 367752000 370538000 373324000 376110000 378896000 381682000 384468000 387254000 390040000 392826000 395612000 398398000 401184000 403970000 406756000 409542000 412328000 415114000 417900000 420686000 423472000 426258000 429044000 431830000 434616000 437402000 440188000 442974000 445760000 448546000 451332000 454118000 456904000 459690000 462476000 465262000 468048000 470834000 473620000 476406000 479192000 481978000 484764000 487550000 490336000 493122000 495908000 498694000 501480000 504266000 507052000 509838000 512624000 515410000 518196000 520982000 523768000 526554000 529340000 532126000 534912000 537698000 540484000 543270000 546056000 548842000 551628000 554414000 
0 2805900 5611800 8417700 11223600 14029500 16835400 19641300 22447200 25253100 28059000 30864900 33670800 36476700 39282600 42088500 44894400 47700300 50506200 53312100 56118000 58923900 61729800 64535700 67341600 70147500 72953400 75759300 78565200 81371100 84177000 86982900 89788800 92594700 95400600 98206500 101012400 103818300 106624200 109430100 112236000 115041900 117847800 120653700 123459600 126265500 129071400 131877300 134683200 137489100 140295000 143100900 145906800 148712700 151518600 154324500 157130400 159936300 162742200 165548100 168354000 171159900 173965800 176771700 179577600 182383500 185189400 187995300 190801200 193607100 196413000 199218900 202024800 204830700 207636600 210442500 213248400 216054300 218860200 221666100 224472000 227277900 230083800 232889700 235695600 238501500 241307400 244113300 246919200 249725100 252531000 255336900 258142800 260948700 263754600 266560500 269366400 272172300 274978200 277784100 280590000 283395900 286201800 289007700 291813600 294619500 297425400 300231300 303037200 305843100 308649000 311454900 314260800 317066700 319872600 322678500 325484400 328290300 331096200 333902100 336708000 339513900 342319800 345125700 347931600 350737500 353543400 356349300 359155200 361961100 364767000 367572900 370378800 373184700 375990600 378796500 381602400 384408300 387214200 390020100 392826000 395631900 398437800 401243700 404049600 406855500 409661400 412467300 415273200 418079100 420885000 423690900 426496800 429302700 432108600 434914500 437720400 440526300 443332200 446138100 448944000 451749900 454555800 457361700 460167600 462973500 465779400 468585300 471391200 474197100 477003000 479808900 482614800 485420700 488226600 491032500 493838400 496644300 499450200 502256100 505062000 507867900 510673800 513479700 516285600 519091500 521897400 524703300 527509200 530315100 533121000 535926900 538732800 541538700 544344600 547150500 549956400 552762300 555568200 558374100 
0 2825800 5651600 8477400 11303200 14129000 16954800 19780600 22606400 25432200 28258000 31083800 33909600 36735400 39561200 42387000 45212800 48038600 50864400 53690200 56516000 59341800 62167600 64993400 67819200 70645000 73470800 76296600 79122400 81948200 84774000 87599800 90425600 93251400 96077200 98903000 101728800 104554600 107380400 110206200 113032000 115857800 118683600 121509400 124335200 127161000 129986800 132812600 135638400 138464200 141290000 144115800 146941600 149767400 152593200 155419000 158244800 161070600 163896400 166722200 169548000 172373800 175199600 178025400 180851200 183677000 186502800 189328600 192154400 194980200 197806000 200631800 203457600 206283400 209109200 211935000 214760800 217586600 220412400 223238200 226064000 228889800 231715600 234541400 237367200 240193000 243018800 245844600 248670400 251496200 254322000 257147800 259973600 262799400 265625200 268451000 271276800 274102600 276928400 279754200 282580000 285405800 288231600 291057400 293883200 296709000 299534800 302360600 305186400 308012200 310838000 313663800 316489600 319315400 322141200 324967000 327792800 330618600 333444400 336270200 339096000 341921800 344747600 347573400 350399200 353225000 356050800 358876600 361702400 364528200 367354000 370179800 373005600 375831400 378657200 381483000 384308800 387134600 389960400 392786200 395612000 398437800 401263600 404089400 406915200 409741000 412566800 415392600 418218400 421044200 423870000 426695800 429521600 432347400 435173200 437999000 440824800 443650600 446476400 449302200 452128000 454953800 457779600 460605400 463431200 466257000 469082800 471908600 474734400 477560200 480386000 483211800 486037600 488863400 491689200 494515000 497340800 500166600 502992400 505818200 508644000 511469800 514295600 517121400 519947200 522773000 525598800 528424600 531250400 534076200 536902000 539727800 542553600 545379400 548205200 551031000 553856800 556682600 559508400 562334200 
0 2845700 5691400 8537100 11382800 14228500 17074200 19919900 22765600 25611300 28457000 31302700 34148400 36994100 39839800 42685500 45531200 48376900 51222600 54068300 56914000 59759700 62605400 65451100 68296800 71142500 73988200 76833900 79679600 82525300 85371000 88216700 91062400 93908100 96753800 99599500 102445200 105290900 108136600 110982300 113828000 116673700 119519400 122365100 125210800 128056500 130902200 133747900 136593600 139439300 142285000 145130700 147976400 150822100 153667800 156513500 159359200 162204900 165050600 167896300 170742000 173587700 176433400 179279100 182124800 184970500 187816200 190661900 193507600 196353300 199199000 202044700 204890400 207736100 210581800 213427500 216273200 219118900 221964600 224810300 227656000 230501700 233347400 236193100 239038800 241884500 244730200 247575900 250421600 253267300 256113000 258958700 261804400 264650100 267495800 270341500 273187200 276032900 278878600 281724300 284570000 287415700 290261400 293107100 295952800 298798500 301644200 304489900 307335600 310181300 313027000 315872700 318718400 321564100 324409800 327255500 330101200 332946900 335792600 338638300 341484000 344329700 347175400 350021100 352866800 355712500 358558200 361403900 364249600 367095300 369941000 372786700 375632400 378478100 381323800 384169500 387015200 389860900 392706600 395552300 398398000 401243700 404089400 406935100 409780800 412626500 415472200 418317900 421163600 424009300 426855000 429700700 432546400 435392100 438237800 441083500 443929200 446774900 449620600 452466300 455312000 458157700 461003400 463849100 466694800 469540500 472386200 475231900 478077600 480923300 483769000 486614700 489460400 492306100 495151800 497997500 500843200 503688900 506534600 509380300 512226000 515071700 517917400 520763100 523608800 526454500 529300200 532145900 534991600 537837300 540683000 543528700 546374400 549220100 552065800 554911500 557757200 560602900 563448600 566294300 
0 2865600 5731200 8596800 11462400 14328000 17193600 20059200 22924800 25790400 28656000 31521600 34387200 37252800 40118400 42984000 45849600 48715200 51580800 54446400 57312000 60177600 63043200 65908800 68774400 71640000 74505600 77371200 80236800 83102400 85968000 88833600 91699200 94564800 97430400 100296000 103161600 106027200 108892800 111758400 114624000 117489600 120355200 123220800 126086400 128952000 131817600 134683200 137548800 140414400 143280000 146145600 149011200 151876800 154742400 157608000 160473600 163339200 166204800 169070400 171936000 174801600 177667200 180532800 183398400 186264000 189129600 191995200 194860800 197726400 200592000 203457600 206323200 209188800 212054400 214920000 217785600 220651200 223516800 226382400 229248000 232113600 234979200 237844800 240710400 243576000 246441600 249307200 252172800 255038400 257904000 260769600 263635200 266500800 269366400 272232000 275097600 277963200 280828800 283694400 286560000 289425600 292291200 295156800 298022400 300888000 303753600 306619200 309484800 312350400 315216000 318081600 320947200 323812800 326678400 329544000 332409600 335275200 338140800 341006400 343872000 346737600 349603200 352468800 355334400 358200000 361065600 363931200 366796800 369662400 372528000 375393600 378259200 381124800 383990400 386856000 389721600 392587200 395452800 398318400 401184000 404049600 406915200 409780800 412646400 415512000 418377600 421243200 424108800 426974400 429840000 432705600 435571200 438436800 441302400 444168000 447033600 449899200 452764800 455630400 458496000 461361600 464227200 467092800 469958400 472824000 475689600 478555200 481420800 484286400 487152000 490017600 492883200 495748800 498614400 501480000 504345600 507211200 510076800 512942400 515808000 518673600 521539200 524404800 527270400 530136000 533001600 535867200 538732800 541598400 544464000 547329600 550195200 553060800 555926400 558792000 561657600 564523200 567388800 570254400 
0 2885500 5771000 8656500 11542000 14427500 17313000 20198500 23084000 25969500 28855000 31740500 34626000 37511500 40397000 43282500 46168000 49053500 51939000 54824500 57710000 60595500 63481000 66366500 69252000 72137500 75023000 77908500 80794000 83679500 86565000 89450500 92336000 95221500 98107000 100992500 103878000 106763500 109649000 112534500 115420000 118305500 121191000 124076500 126962000 129847500 132733000 135618500 138504000 141389500 144275000 147160500 150046000 152931500 155817000 158702500 161588000 164473500 167359000 170244500 173130000 176015500 178901000 181786500 184672000 187557500 190443000 193328500 196214000 199099500 201985000 204870500 207756000 210641500 213527000 216412500 219298000 222183500 225069000 227954500 230840000 233725500 236611000 239496500 242382000 245267500 248153000 251038500 253924000 256809500 259695000 262580500 265466000 268351500 271237000 274122500 277008000 279893500 282779000 285664500 288550000 291435500 294321000 297206500 300092000 302977500 305863000 308748500 311634000 314519500 317405000 320290500 323176000 326061500 328947000 331832500 334718000 337603500 340489000 343374500 346260000 349145500 352031000 354916500 357802000 360687500 363573000 366458500 369344000 372229500 375115000 378000500 380886000 383771500 386657000 389542500 392428000 395313500 398199000 401084500 403970000 406855500 409741000 412626500 415512000 418397500 421283000 424168500 427054000 429939500 432825000 435710500 438596000 441481500 444367000 447252500 450138000 453023500 455909000 458794500 461680000 464565500 467451000 470336500 473222000 476107500 478993000 481878500 484764000 487649500 490535000 493420500 496306000 499191500 502077000 504962500 507848000 510733500 513619000 516504500 519390000 522275500 525161000 528046500 530932000 533817500 536703000 539588500 542474000 545359500 548245000 551130500 554016000 556901500 559787000 562672500 565558000 568443500 571329000 574214500 
